For each of the original names, this files finds
the most similiar counterpart in the new names dataset using the LCS algorithm,
a sequence similarity algorithm, and
finding any new names such that the new name is a subset of the original name or
the original name is a subset of the new name.Original Name: New Name (LCS), New Name (Sequence Similarity), [Subset Names]
Izetta: Karretta, Karretta, []
Tia: Kathnia, Kathnia, []
Varsha: Marresha, Marresha, []
Krishna: Mariahena, Mariahena, []
Sia: Carsiean, Lima, [, Marissia]
Vada: Alanda, Alanda, []
Alayne: Karelynn, Karelynn, []
Jolette: Korette, Korette, []
Cerenity: Macelen, Rerena, []
Elois: Cleoli, Leris, []
Lorelai: Cleoli, Cleoli, []
Quetzalli: Carlli, Carlli, []
Avalee: Marialeen, Marialee, []
Francisca: Kanisa, Kanisa, []
Aviana: Marianua, Marianua, []
Jaide: Sharite, Jarie, []
Freya: Narely, Keyna, []
Dalilah: Lalira, Lalira, []
Jorie: Sharite, Jarie, []
Susanne: Davinne, Auanee, []
Emberlyn: Karelynn, Nenlynn, []
Merri: Lerria, Lerria, []
Ashton: Marresha, Caroon, []
Aliviah: Lalira, Dliva, []
Calleigh: Carlelle, Carlli, []
Aloma: Lalira, Samah, []
Chieko: Sharite, Sharite, []
Dezirae: Lalira, Deria, []
Janyce: Canilee, Kacke, []
Vina: Marianua, Ririna, []
Naiya: Anaria, Anaria, []
Carole: Carlelle, Barlee, []
Chelsy: Kacelynn, Kacelynn, []
Liliya: Anielina, Aliela, []
Asusena: Carsiean, Makenia, []
Jenell: Hanell, Hanell, []
Milly: Kille, Kille, []
Somer: Domelinea, Kamerha, []
Cloey: Koley, Koley, []
Aryssa: Marissia, Marissia, []
Etta: Karretta, Karretta, [, Karretta, Natletta, Sharetta]
Aris: Marissia, Jarie, [, Marissia]
Gaye: Laylee, Laylee, []
Myesha: Marresha, Cenisha, []
Kuuipo: Guida, Guida, []
Brigida: Mariarita, Anbria, []
Margaree: Marianee, Marianee, []
Elka: Anielina, Lesla, []
Jadynn: Karelynn, Layanna, []
Monic: Sonisha, Amniea, []
Cristel: Sharite, Dariel, []
Louetta: Natletta, Natletta, []
Madyson: Karelynn, Saman, []
Harumi: Sharite, Sharia, []
Donnis: Sonisha, Sonisha, []
Josselyn: Karelynn, Nenlynn, []
Rosalia: Aralina, Aralina, []
Renada: Zenda, Zenda, []
Pang: Marianua, Anan, []
Kristan: Marianua, Lerisa, []
Taunya: Sianiyah, Shaneya, []
Stephanie: Sharite, Shanni, []
Samiyah: Sianiyah, Samah, []
Cordie: Korden, Korden, []
Deneen: Nardeelle, Delinee, []
Arayah: Marianua, Maray, []
Rebecca: Marresha, Barlee, []
Mylah: Samah, Samah, []
Roselynn: Karelynn, Karelynn, []
Inell: Hanell, Hanell, []
Domenique: Domelinea, Domelinea, []
Alaska: Kalesza, Naka, []
Terah: Kathah, Deria, []
Tailor: Lalira, Lalira, []
Antionette: Marianette, Marianette, []
Emelda: Zamelia, Reelea, []
Blanca: Alanda, Alanda, []
Alexia: Lalira, Blexa, []
Yamilett: Natletta, Natletta, []
Dale: Canilee, Laylee, []
Zia: Guida, Lima, []
Mariela: Aariela, Aariela, []
Prisha: Marresha, Lerisa, []
Candy: Alanda, Kaney, []
Sharika: Lasharia, Lasharia, []
Bernita: Daranina, Deria, []
Fara: Marianua, Maray, []
Andee: Canilee, Jadeel, []
Rhyleigh: Cleoli, Cleoli, []
Kaylen: Laylee, Laylee, []
Yides: Laiesha, Laiesha, []
America: Zamelia, Zamelia, []
Armanda: Marianua, Larhana, []
Yosselin: Domelinea, Domelinea, []
Anari: Dilanarie, Anaria, [, Dilanarie]
Shantelle: Carlelle, Hanell, []
Haylea: Laylee, Laylee, []
Glory: Cleoli, Maray, []
Avrie: Sharite, Jarie, []
Tameika: Zamelia, Samika, []
Afton: Caroon, Caroon, []
Yazmin: Marianua, Saman, []
Kalissa: Marissia, Latissa, []
Illa: Anielina, Kille, []
Dawson: Caroon, Caroon, []
Charlie: Sharite, Sharite, []
Clementina: Domelinea, Domelinea, []
Lasonja: Alanda, Alanda, []
Chari: Sharite, Sharia, []
Marleny: Marialeen, Marialeen, []
Jenevieve: Canilee, Janelee, []
Denesha: Cenisha, Cenisha, []
Kerstin: Carsiean, Carsiean, []
Zula: Guida, Auha, []
Dawna: Marianua, Hrana, []
Brunilda: Guida, Guida, []
Zykia: Makenia, Lakisa, []
Samone: Canilee, Saman, []
Shaunte: Sharite, Sharite, []
Conni: Shanni, Anani, []
Leila: Aliela, Aliela, []
Fiona: Marianua, Ririna, []
Ebonee: Delinee, Delinee, []
Cathy: Kathnyn, Kathnyn, []
Jesika: Anielina, Lesla, []
Estefana: Betlande, Rerena, []
Jamesia: Zamelia, Zamelia, []
Carletta: Karretta, Karretta, []
Savanna: Daranina, Layanna, []
Kyley: Laylee, Koley, []
Ivy: Sianiyah, Dliva, []
Sura: Auaria, Auaria, []
Shakara: Lasharia, Ranara, []
Racquel: Maqreel, Macelen, []
Cuca: Guida, Auha, []
Zori: Marianua, Jarie, []
Adela: Zamelia, Jadeel, []
Hilda: Sherrila, Sherrila, []
Jazlyn: Karelynn, Karelynn, []
Serene: Merelle, Delene, []
Florene: Korden, Korden, []
Adora: Marianua, Maray, []
August: Markeste, Janesta, []
Caia: Marianua, Taria, []
Melodee: Betlande, Delene, []
Ebelin: Anielina, Aneeli, []
Azari: Kathari, Kathari, []
Emelina: Domelinea, Domelinea, []
Yulianna: Larianna, Layanna, []
Oaklee: Canilee, Laylee, []
Anum: Marianua, Rianua, []
Windy: Sianiyah, Sianiyah, []
Chanie: Sharite, Shanni, []
Shellie: Carlelle, Delinee, []
Jahaira: Lasharia, Lasharia, []
Rochell: Carlelle, Merelle, []
Yareni: Karelynn, Darren, []
Georgianne: Marianee, Marianee, []
Arion: Marianua, Caroon, []
Raymond: Kariarnd, Kariarnd, []
Gisela: Risela, Risela, []
Deirdre: Marresha, Darren, []
Meher: Domelinea, Kamerha, []
Cendy: Zenda, Zenda, []
Casandra: Lasharia, Lasharia, []
Brittnee: Marianee, Marianee, []
Joana: Marianua, Hrana, []
Saniya: Sianiyah, Sianiyah, []
Twanda: Alanda, Alanda, []
Joseph: Vosha, Vosha, []
Hania: Phanisa, Phanisa, []
Yoanna: Layanna, Layanna, []
Sarahy: Maray, Maray, []
Silvia: Anielina, Sirlia, []
Jaliyah: Sianiyah, Sianiyah, []
Anisah: Kanisa, Kanisa, []
Marysol: Narely, Maray, []
Mi: Zamelia, Camia, [, Samita, Sinmie, Samika, Camia, Samisa]
Isis: Marissia, Latissa, []
Gila: Anielina, Karila, []
Ajee: Canilee, Laylee, []
Hortencia: Sharite, Korden, []
Aaria: Mariarita, Taria, []
Marva: Marianua, Maray, []
Livier: Lalira, Aliea, []
Maryam: Marianua, Maray, []
Dorla: Karila, Karila, []
Lorenza: Korden, Korden, []
Irma: Lalira, Lima, []
Gisell: Carielle, Risela, []
Afia: Marianua, Taria, []
Monica: Sonisha, Amniea, []
Lennie: Dilanarie, Delene, []
Aldine: Ellaline, Ladie, []
Alyiah: Lalira, Lalira, []
Neve: Canilee, Aneeli, []
Kristiana: Marianua, Marianua, []
Suzana: Marianua, Hrana, []
Katerina: Marianua, Katrin, []
Ayari: Kathari, Kathari, []
Hendrix: Sherrila, Sherrila, []
Julieana: Marianua, Aliea, []
Meagan: Marianua, Saman, []
Dajah: Samah, Samah, []
Mallory: Jaclilyn, Jaclilyn, []
Sena: Zenda, Zenda, []
Simran: Carsiean, Lima, []
Lanae: Dilanarie, Alanda, []
Maricruz: Marianua, Marrice, []
Marleigh: Marali, Marali, []
Michaele: Carlelle, Micha, []
Rosalie: Marali, Marali, []
Cyrstal: Marali, Araly, []
Tehilla: Lellah, Lellah, []
Oneta: Domelinea, Janesta, []
Ainara: Ranara, Ranara, []
Reanne: Karelynn, Davinne, []
Leighla: Aliela, Aliela, []
Heavyn: Karelynn, Kayan, []
Oaklyn: Karelynn, Karelynn, []
Lanette: Marianette, Marianette, []
Hafsa: Phanisa, Phanisa, []
Natarsha: Marresha, Marresha, []
Harriette: Marianette, Sharite, []
Sayuri: Lasharia, Lasharia, []
Marleni: Marialeen, Marialeen, []
Brighton: Mariahena, Mariahena, []
Ilana: Dilanarie, Alanda, [, Dilanarie]
Gerrie: Marrice, Lerria, []
Shada: Lasharia, Lasharia, []
Daysha: Marresha, Sanisha, []
Madilynn: Karelynn, Karelynn, []
Larraine: Marrice, Marrie, []
Siya: Carsiean, Lima, []
Shawne: Sharnen, Sharnen, []
Valentine: Ellaline, Ellaline, []
Lucero: Cleoli, Cleoli, []
Fujie: Guida, Tie, []
Ariadne: Marianee, Marianee, []
Norene: Korden, Korden, []
Jackeline: Lateline, Lateline, []
Siham: Marresha, Vosha, []
Brooklynne: Karelynn, Karelynn, []
Jennelle: Nardeelle, Merelle, []
Alejandra: Alanda, Alanda, []
Elta: Anielina, Lesla, []
Darlean: Carsiean, Carsiean, []
Caitlin: Lateline, Lateline, []
Skye: Laylee, Kacke, []
Meri: Zamelia, Leris, []
Senna: Zenda, Zenda, []
Mishika: Sonisha, Samika, []
Beaulah: Lellah, Lellah, []
Jakeline: Lateline, Lateline, []
Bethany: Kathnyn, Kathnyn, []
Gerianne: Marianee, Marianee, []
Shawnta: Sharnnna, Phanisa, []
Danelly: Hanell, Hanell, []
Milani: Dilanarie, Dilanarie, []
Janette: Marianette, Marianette, []
Keiana: Marianua, Rianua, []
Georgia: Kareria, Deria, []
Lanaya: Alanda, Alanda, []
Ricci: Marrice, Marrice, []
Savannah: Daranina, Layanna, []
Adalia: Lalira, Lalira, []
Bev: Anbert, Dlbre, []
Verta: Karretta, Deria, []
Rutha: Marianua, Auha, []
Misa: Samisa, Samisa, [, Samisa]
Santina: Daranina, Daranina, []
Avayah: Sianiyah, Sanarah, []
Ruther: Sharite, Karer, []
Kaija: Marianua, Taria, []
Haylee: Laylee, Laylee, []
Tatyana: Sayana, Sayana, []
Anglia: Lalira, Lalira, []
Brigid: Mariarita, Anbria, []
Amee: Jamelle, Jamelle, []
Yong: Karelynn, Kayan, []
Tonisha: Sonisha, Sonisha, []
Jesse: Markeste, Markeste, []
Halee: Canilee, Laylee, []
Haiden: Sharite, Lailen, []
Andriana: Marianua, Marianua, []
Lucrecia: Auaria, Auaria, []
Asucena: Carsiean, Makenia, []
Sharhonda: Sharnnna, Larhana, []
Aileen: Marialeen, Lailen, []
Lakenya: Makenia, Makenia, []
Marena: Mariahena, Karera, []
Mitzy: Samita, Samita, []
Zunairah: Sanarah, Sanarah, []
Judie: Ladie, Ladie, []
Destiney: Betlande, Delinee, []
Lakia: Alariah, Lakisa, []
Jaylean: Sayana, Kayan, []
Yury: Narely, Auaria, []
Masyn: Jamesyn, Jamesyn, []
Antoinette: Marianette, Marianette, []
Jacquelyn: Kacelynn, Kacelynn, []
Jayliana: Marianua, Sayana, []
Cydnee: Canilee, Laylee, []
Ila: Anielina, Karila, [, Karila, Dilanarie, Sherrila]
Cathie: Kathari, Hatrie, []
Sophie: Sharite, Koliee, []
Lisabeth: Alariah, Alariah, []
Chyenne: Kacelynn, Kacelynn, []
Damara: Ranara, Ranara, []
Lasonya: Alanda, Alanda, []
Guadalupe: Nardeelle, Marialee, []
Irmgard: Kariarnd, Lima, []
Vallery: Carlelle, Laleya, []
Letitia: Natletta, Natletta, []
Sparkle: Carlelle, Barlee, []
Chizuko: Marianua, Micha, []
Roslyn: Karelynn, Karelynn, []
Natalie: Lateline, Lateline, []
Jadin: Marianua, Ladie, []
Kalene: Canilee, Laylee, []
Lindi: Anielina, Alanda, []
Ainhoa: Marianua, Lakina, []
Delois: Cleoli, Leris, []
Hadiya: Shakiyah, Shakiyah, []
Mao: Samah, Lima, []
Keonna: Makenia, Makenia, []
Svea: Carsiean, Risela, []
Jassmin: Carsiean, Carsiean, []
Piper: Lalira, Tie, []
San: Carsiean, Anan, []
Faige: Sharite, Jarie, []
Hadlee: Canilee, Laylee, []
Rudy: Guida, Guida, []
Vikki: Anielina, Anieli, []
Charley: Narely, Narely, []
Jasmine: Ellaline, Davinne, []
Jovan: Sharoaen, Eevanay, []
Jeslyn: Karelynn, Nenlynn, []
Lorene: Korden, Korden, []
Nohemi: Anielina, Anieli, []
Maddyson: Karelynn, Saman, []
Sherry: Sherrila, Sherrila, []
Riley: Carielle, Larile, []
Clothilde: Betlande, Jaclilyn, []
Leen: Ateleen, Ateleen, [, Ateleen, Marialeen]
Chanelle: Carlelle, Hanell, []
Garnetta: Karretta, Karretta, []
Berlin: Anielina, Aralina, []
Landyn: Alanda, Alanda, []
Mindi: Sinmie, Marianie, []
Niah: Sianiyah, Sianiyah, []
Shanice: Sharite, Shanni, []
Anessa: Janesta, Janesta, []
Keily: Narely, Narely, []
Santos: Kanisa, Santi, []
Chelsa: Sherrila, Sherrila, []
Aiesha: Laiesha, Laiesha, [, Laiesha]
Cailin: Anielina, Lailen, []
Jeanett: Marianette, Marianette, []
Lesslie: Cleoli, Cleoli, []
Camila: Zamelia, Camia, []
Angel: Hanell, Hanell, []
Sara: Lasharia, Maray, []
Sharona: Sharnnna, Sharnnna, []
Dayanara: Sayana, Sayana, []
Lashelle: Carlelle, Jamelle, []
Randy: Kariarnd, Kariarnd, []
Aneesa: Janesta, Janesta, []
Seena: Rerena, Rerena, []
Adel: Nardeelle, Jadeel, []
Nereida: Anielina, Deria, []
Valencia: Makenia, Makenia, []
Samiah: Samah, Samah, []
Charleigh: Sharei, Sharei, []
Carmyn: Karelynn, Jamesyn, []
Joycelyn: Kacelynn, Kacelynn, []
Shelvy: Narely, Narely, []
Latisha: Sanisha, Sanisha, []
Ashanty: Marresha, Kathnyn, []
Laurette: Marianette, Korette, []
Hanna: Sharnnna, Shannay, [, Shannay]
Odalys: Narely, Araly, []
Angelee: Janelee, Janelee, []
Tinsley: Lateline, Lateline, []
Talisha: Sanisha, Sanisha, []
Gurnoor: Caroon, Caroon, []
Dayana: Sayana, Sayana, []
Alyssandra: Alanda, Alanda, []
Tehya: Kathari, Keyna, []
Gema: Algena, Algena, []
Leoma: Cleoli, Aliea, []
Kazuko: Marianua, Naka, []
Abigayle: Marialeen, Marialee, []
Rhiana: Marianua, Larhana, []
Vernette: Marianette, Korette, []
Khalia: Lalira, Lalira, []
Finlee: Canilee, Canilee, []
Coraima: Daranina, Aralina, []
Noura: Marianua, Auaria, []
Morganne: Daranina, Argana, []
Feige: Anieline, Delinee, []
Sherly: Sherrila, Sherrila, []
Mitzi: Samita, Samita, []
Malaina: Daranina, Aralina, []
Steffie: Lateline, Lateline, []
Gricel: Marrice, Dariel, []
Jettie: Korette, Jattie, []
Lilly: Jaclilyn, Jaclilyn, []
Zahara: Lasharia, Lasharia, []
Starasia: Daranina, Daranina, []
Ansleigh: Canilee, Canilee, []
Johnisha: Sonisha, Sonisha, []
Emily: Narely, Narely, []
Loida: Guida, Guida, []
Brissia: Marissia, Marissia, []
Lillyanne: Ellaline, Jaclilyn, []
Abrielle: Carielle, Carielle, []
Saloma: Lalira, Samah, []
Floye: Cleoli, Kille, []
Khaliyah: Shakiyah, Shakiyah, []
Zayra: Marianua, Marra, []
Elysse: Narely, Narely, []
Ernestine: Anieline, Markeste, []
Tenley: Nenlynn, Nenlynn, []
Greidys: Narely, Leris, []
Marilu: Marianua, Karila, []
Ardelle: Nardeelle, Nardeelle, []
Angela: Anielina, Hanell, []
Yehudis: Cenisha, Leris, []
Ayala: Sayana, Sayana, []
Kailani: Marianie, Marianie, []
Markita: Mariarita, Taria, []
Destanee: Betlande, Auanee, []
Awa: Marianua, Naka, []
Avery: Narely, Karer, []
Aarya: Ranara, Ranara, []
Jaina: Marianua, Lakina, []
Kevin: Anielina, Lakina, []
Ilyana: Dilanarie, Alanda, []
Britton: Marianette, Marianette, []
Corinna: Larianna, Larianna, []
Ettie: Korette, Jattie, []
Myisha: Sonisha, Samisa, []
Avi: Davinne, Davinne, [, Davinne]
Ether: Kathari, Kathari, []
Reyes: Narely, Narely, []
Siara: Mariarita, Maray, []
Sheri: Lasharia, Lasharia, []
Inge: Ellaline, Sinmie, []
Sereniti: Rerena, Rerena, []
Deangela: Alexandel, Hanell, []
Taneshia: Marresha, Sanisha, []
Dharma: Sharnnna, Sharia, []
Denise: Cenisha, Cenisha, []
Samaira: Lalira, Lalira, []
Yajayra: Ranara, Ranara, []
Wren: Karelynn, Korden, []
Frimet: Marianette, Jarie, []
Shirley: Narely, Kille, []
Jule: Cleoli, Kille, []
Sharan: Lasharia, Lasharia, []
Zeinab: Anielina, Anielina, []
Goldie: Koliee, Koliee, []
Sybil: Anielina, Kille, []
Adamaris: Kathari, Samisa, []
Brandice: Marianie, Marianie, []
Teisha: Cenisha, Cenisha, []
Bernetta: Karretta, Karretta, []
Carmelita: Zamelia, Zamelia, []
Gretta: Karretta, Karretta, []
Patrycja: Marrica, Marrica, []
Kenedy: Zenda, Zenda, []
Valery: Laleya, Laleya, []
Breyana: Marianua, Hrana, []
Mishka: Sonisha, Samika, []
Tonya: Sonisha, Sonisha, []
Kerianne: Marianee, Marianee, []
Domitila: Samita, Samita, []
Isa: Kanisa, Kanisa, [, Kanisa, Phanisa, Lerisa, Lakisa, Samisa]
Jessenia: Cenisha, Rerena, []
Kamea: Kameya, Kameya, []
Ebony: Nenlynn, Nenlynn, []
Monserrat: Sonisha, Lerria, []
Daira: Lalira, Lalira, []
Alyce: Narely, Araly, []
George: Korden, Korden, []
Iman: Marianua, Lima, []
Haileigh: Sharite, Lailen, []
Hala: Lalira, Lalira, []
Shane: Sharnen, Sharnen, []
Lois: Cleoli, Cleoli, []
Aylen: Laylee, Laylee, []
Sonya: Sonisha, Sonisha, []
Ryan: Marianua, Hrana, []
Janneth: Davinne, Davinne, []
Carmela: Zamelia, Zamelia, []
Nadege: Nardeelle, Jadeel, []
Zadie: Ladie, Ladie, []
Vashti: Lasharia, Lasharia, []
Enes: Cenisha, Delene, []
Tonika: Sonisha, Ranika, []
Taryn: Karelynn, Karelynn, []
Oscar: Vosha, Vosha, []
Erika: Kareria, Deria, []
Wanita: Kanisa, Kanisa, []
Avika: Samika, Samika, []
Audry: Narely, Maray, []
Addalynn: Karelynn, Karelynn, []
Elexis: Cleoli, Alles, []
Cherise: Sharite, Leris, []
Giovana: Marianua, Rianua, []
Alishba: Sanisha, Sanisha, []
Tegan: Betlande, Argana, []
Marlin: Marianua, Marali, []
Angelle: Carlelle, Hanell, []
Shira: Lasharia, Lasharia, []
Anay: Shannay, Shannay, [, Eevanay]
Nelida: Anielina, Anielina, []
Beulah: Lellah, Lellah, []
Arlie: Larilie, Larilie, []
Ikea: Anielina, Aliea, []
Lasandra: Alanda, Alanda, []
Aiva: Marianua, Taria, []
Lorelei: Cleoli, Doneli, []
Michiko: Micha, Micha, []
Nykeria: Anielina, Deria, []
Keirra: Lerria, Lerria, []
Gaynelle: Carlelle, Hanell, []
Nena: Anielina, Zenda, []
Prisila: Marissia, Marissia, []
Shantay: Shannay, Shannay, []
Kallie: Carlelle, Carlli, []
Fujiko: Guida, Guida, []
Madelene: Janelee, Delene, []
Safiya: Lasharia, Lasharia, []
Brilee: Larilee, Larilee, []
Shatoya: Sharetta, Shaneya, []
Annasophia: Sanisha, Lasharia, []
Ciarra: Marresha, Marra, []
Teneshia: Cenisha, Cenisha, []
Persia: Carsiean, Deria, []
Darla: Karila, Karila, []
Valorie: Sharite, Jarie, []
Jazmin: Marianua, Saman, []
Rayann: Layanna, Layanna, []
Aidan: Marianua, Marianua, []
Rosina: Marianua, Ririna, []
Jocelynn: Kacelynn, Kacelynn, []
Blakely: Narely, Narely, []
Harley: Narely, Narely, []
Janis: Kanisa, Kanisa, []
Hinda: Guida, Guida, []
Leidy: Cleoli, Koley, []
Jennilee: Canilee, Canilee, []
Augustina: Marianua, Katrin, []
Charlotte: Sharite, Sharite, []
Janaya: Ranara, Ranara, []
Bevin: Anielina, Davinne, []
Teigan: Lateline, Lateline, []
Debera: Karera, Deria, []
Martyna: Marianua, Sayana, []
Ridley: Nardeelle, Larile, []
Chaya: Shaneya, Shaneya, []
Dominique: Domelinea, Domelinea, []
Shaylene: Laylee, Laylee, []
Allissa: Marissia, Latissa, []
Yaslin: Ellaline, Aralina, []
Zinnia: Sianiyah, Anania, []
Roselia: Domelinea, Domelinea, []
Veronique: Marianie, Marianie, []
Taisha: Sanisha, Sanisha, []
Donelda: Anielina, Doneli, []
Genevia: Anielina, Algena, []
Zetta: Karretta, Karretta, []
Simonne: Davinne, Davinne, []
Akira: Lalira, Lalira, []
Marifer: Sharite, Karer, []
Arminda: Marianua, Marianua, []
Anayah: Sianiyah, Sanarah, []
Latrelle: Carlelle, Carielle, []
Caren: Karelynn, Darren, []
Kaylan: Sayana, Kayan, []
Shakema: Sharetta, Makenia, []
Silvana: Dilanarie, Dilanarie, []
Reina: Marianua, Ririna, []
Adelaida: Zamelia, Alanda, []
Shelbee: Janelee, Delene, []
Alayna: Marianua, Alanda, []
Shanise: Phanisa, Phanisa, []
Aleida: Lalira, Lalira, []
Mehar: Kamerha, Kamerha, []
Karishma: Marresha, Sanisha, []
Kamry: Narely, Maray, []
Averi: Kareria, Kareria, []
Sapphire: Lalira, Karer, []
Kasie: Carsiean, Carsiean, []
Jordyn: Korden, Korden, []
Zenia: Cenisha, Cenisha, []
Tamya: Kameya, Kameya, []
Elyn: Karelynn, Nenlynn, [, Karelynn, Kacelynn]
Suzie: Carsiean, Tie, []
Tiera: Martiea, Martiea, []
Naida: Anaria, Anaria, []
Maegan: Carsiean, Carsiean, []
Alya: Laleya, Laleya, []
Leanora: Alanda, Alanda, []
Joretta: Karretta, Korette, []
Honey: Shaneya, Shaneya, []
Matthew: Marianette, Jattie, []
Jaeda: Zenda, Zenda, []
Eriel: Dariel, Dariel, []
Queen: Layreen, Delene, []
Hermine: Sharite, Delinee, []
Chelse: Macelen, Macelen, []
Lynna: Karelynn, Nenlynn, []
Statia: Kathnia, Kathnia, []
Kary: Narely, Maray, []
Avyanna: Layanna, Layanna, []
Elan: Betlande, Betlande, []
Austyn: Kathnyn, Kathnyn, []
Megha: Kamerha, Kamerha, []
Giovanni: Shanni, Shanni, []
Minh: Sianiyah, Sianiyah, []
Milagros: Dilanarie, Dilanarie, []
Ashlan: Marresha, Sanisha, []
Itza: Samita, Samita, []
Tammie: Sharite, Jarie, []
Launa: Alanda, Alanda, []
Eudora: Guida, Guida, []
Effie: Anieline, Delinee, []
Colette: Korette, Korette, []
Kenli: Makenia, Makenia, []
Chloie: Cleoli, Aliea, []
Kenneth: Karelynn, Delene, []
Susan: Carsiean, Auanee, []
Miki: Samika, Samika, []
Kanani: Shanni, Anani, []
Miller: Kille, Kille, []
Taniya: Sianiyah, Sianiyah, []
Minda: Domelinea, Guida, []
Dia: Guida, Lima, []
Bettie: Korette, Jattie, []
Dezarae: Marianee, Marahe, []
Analisa: Kanisa, Kanisa, []
Zuleima: Guida, Lima, []
Kitty: Marianette, Shakiyah, []
Halli: Carlli, Carlli, []
Emalie: Ellaline, Delinee, []
Shyanne: Shanni, Shanni, []
Ceaira: Lalira, Lalira, []
Tahisha: Sanisha, Sanisha, []
Kaori: Marianua, Jarie, []
Claira: Lalira, Lalira, []
Morgen: Korden, Korden, []
Nolia: Anielina, Anielina, []
Vaness: Janesta, Janesta, []
Randall: Marianua, Hrana, []
Katisha: Sanisha, Sanisha, []
Patrica: Marrica, Marrica, []
Wynona: Layanna, Layanna, []
Ali: Lalira, Lalira, [, Lalira, Marali, Ellaline, Talira, Aralina]
Kaeleigh: Zamelia, Kameli, []
Lisamarie: Dilanarie, Dilanarie, []
Toyia: Sonisha, Sonisha, []
Demetria: Zamelia, Deria, []
Yasuko: Marianua, Naka, []
Onalee: Canilee, Laylee, []
Lyanna: Layanna, Layanna, []
Osiris: Sonisha, Leris, []
Amena: Kameya, Kameya, []
Ma: Samah, Lima, [, Samah, Lima, Saman]
Nechama: Anielina, Samah, []
Dot: Korette, Nadoey, []
Alinah: Aralina, Aralina, []
Laramie: Marianie, Jarie, []
Lehua: Marresha, Aliea, []
Romayne: Marianee, Marianee, []
Natalia: Lalira, Lalira, []
Pari: Marianua, Jarie, []
Jonna: Anielina, Sonisha, []
Ailie: Larilie, Larilie, []
Izabelle: Carlelle, Jamelle, []
Erlinda: Anielina, Aralina, []
Gerri: Lerria, Lerria, []
Karyssa: Marissia, Marissia, []
Hadlie: Sharite, Ladie, []
Ciana: Marianua, Rianua, []
Niasia: Anielina, Carsiean, []
Abigael: Dariel, Dariel, []
Azlyn: Karelynn, Karelynn, []
Floria: Alariah, Alariah, []
Starlene: Carlelle, Barlee, []
Morrigan: Marianua, Lerria, []
Terrika: Lerria, Lerria, []
Jesusa: Marresha, Lesla, []
Amariana: Marianua, Marianua, []
Jazmen: Jamesyn, Jamesyn, []
Sakura: Lasharia, Naka, []
Calliope: Carlelle, Carlli, []
Brayleigh: Marali, Marali, []
Belva: Anielina, Lesla, []
Joshua: Vosha, Vosha, []
Maycie: Sharite, Jarie, []
Jamia: Zamelia, Camia, []
Luisana: Marianua, Alanda, []
Abrar: Mariarita, Maray, []
Sharon: Sharoaen, Sharoaen, []
Sierrah: Carsiean, Lerria, []
Fayetta: Karretta, Karretta, []
Louie: Cleoli, Aliea, []
Lawana: Marianua, Sayana, []
Roxy: Narely, Maray, []
Frank: Marianua, Hrana, []
Tyasia: Carsiean, Carsiean, []
Haile: Sharite, Lailen, []
Darby: Narely, Maray, []
Ingeborg: Ellaline, Sinmie, []
Falisha: Sanisha, Sanisha, []
Kaleena: Marialeen, Marialeen, []
Odalis: Cleoli, Cleoli, []
Tai: Kathari, Kathari, []
Jonell: Hanell, Hanell, []
Mayela: Zamelia, Zamelia, []
Vanya: Sianiyah, Shaneya, []
Krysten: Carsiean, Carsiean, []
Monigue: Amniea, Amniea, []
Velinda: Anielina, Zenda, []
Lucienne: Ellaline, Koliee, []
Nichele: Anieline, Anieline, []
Misti: Samita, Samita, []
Sulema: Aliea, Aliea, []
Rheba: Mariahena, Mariahena, []
Marylee: Carlelle, Laylee, []
Margueritte: Marianette, Marrie, []
Swannie: Canilee, Shanni, []
Azuri: Marianua, Jarie, []
Madalyne: Karelynn, Karelynn, []
Tambra: Kamerha, Kamerha, []
Zuleyka: Laleya, Laleya, []
Shanti: Shanni, Santi, []
Armani: Daranina, Saman, []
Buffy: Guida, Auha, []
Sachi: Kathari, Kathari, []
Avigail: Mariarita, Marianie, []
Kimi: Sinmie, Sinmie, []
Karolyn: Karelynn, Karelynn, []
Pamala: Zamelia, Samah, []
Khari: Sharite, Sharia, []
Tam: Kathari, Samah, []
Jacalyn: Jaclilyn, Jaclilyn, []
Dory: Nadoey, Nadoey, []
Yarely: Narely, Narely, []
Josslyn: Karelynn, Koley, []
Randa: Marianua, Hrana, []
Ciara: Mariarita, Maray, []
Teah: Kathah, Kathah, []
Matsuko: Latissa, Latissa, []
Floyce: Cleoli, Kille, []
Gabriel: Dariel, Dariel, []
Delphine: Anieline, Delinee, []
Malinda: Aralina, Aralina, []
Junita: Guida, Guida, []
Oumou: Caroon, Somja, []
Celena: Macelen, Macelen, []
Jaslyn: Karelynn, Jamesyn, []
Berkley: Merelle, Merelle, []
Maisyn: Jaclilyn, Jamesyn, []
Zury: Narely, Maray, []
Salwa: Lalira, Lalira, []
Katherina: Marianua, Katrin, []
Shamyra: Lasharia, Lasharia, []
Audrianna: Larianna, Larianna, []
Sula: Lesla, Lesla, []
Teena: Ateleen, Rerena, []
Aleina: Aralina, Aralina, []
Micayla: Sianiyah, Sianiyah, []
Serena: Rerena, Rerena, []
Florencia: Sonisha, Korden, []
Devyn: Karelynn, Keyna, []
Gauri: Marianua, Jarie, []
Flossie: Cleoli, Aliea, []
Daniele: Canilee, Canilee, []
Diedre: Canilee, Ladie, []
